id,amount,paid_flg
317966672,120,0
318003600,200,0
318157550,2000,0
323055637,980,0
323112899,864,0
323167614,6480,0
323394606,240,0
323589415,1436,0
323672884,2106,0
324157449,7200,0
324712313,432,0
326788087,120,0
327179044,600,0
327358536,120,0
328100490,130,0
328449741,540,0
328618567,540,0
340180095,100,0
340286942,324,0
340548591,2116,0
503032639,1100,0
503204810,400,0
505368437,130,0
506631400,2400,1
506942372,324,0
506943880,1188,0
506978507,1090,0
507900561,648,0
509300231,120,0
509340257,771,0
514625154,600,1
515699770,432,0
515859983,324,1
516424273,19606,0
516586172,1530,1
601170055,240,0
603195660,226,0
603282182,3504,0
603736320,324,0
603801604,540,0
604036186,20000,0
605500490,300,0
605672138,444,0
606010297,432,0
606162667,35122,0
606228058,1601,0
606519038,49660,0
606641794,4200,0
503388588,324,0
503633679,7714,0
506536451,1080,1
506653268,69580,0
507104945,626,0
507406111,324,0
507800577,600,0
508883902,1,0
513264985,1134,0
514704366,2179,0
515062197,120,1
515147437,1382,0
515343874,324,0
515489865,324,0
515514342,12180,0
515774624,324,0
515852335,324,0
600746984,20000,0
601025726,3000,0
604200387,432,0
604300446,400,0
605376182,500,0
605847669,324,0
606002991,600,0
606097318,12852,0
606441320,1840,0
606870248,324,0
607550531,1220,0
613815120,2700,0
615761319,324,0
615807078,10000,0
615981798,250,0
616085861,47167,0
700193397,470,0
703425664,2440,0
703656846,540,0
800754057,237,0
804201769,540,0
804282609,60696,0
804304408,3390,0
804415061,639,0
900012257,324,1
900808087,10300,0
901067970,2513,0
901089765,4780,0
903561421,972,0
903729183,480,0
904490798,5770,1
904626943,130,0
905394537,620,0
906196085,324,0
906200086,482,0
906282498,960,0
907472383,650,0
907596094,324,0
940093381,7020,0
940234941,186,1
940362897,540,0
940635299,972,0
941604076,13800,0
942110225,278,0
942212578,25518,0
942944647,324,0
942995492,3240,0
943458072,240,0
943561209,324,0
943859944,2800,0
943967619,324,0
943998192,6920,0
944606697,2590,0
944629171,1960,0
945394539,540,1
945590724,1470,0
945740978,648,0
946049777,3080,1
947043981,1,0
947402816,2149,0
947706510,4000,0
948127036,9320,0
948384411,999,0
948398518,3000,0
949210206,120,0
949810976,1080,0
950153374,1198,0
950344940,324,0
950391751,980,0
951027578,3930,1
951257836,324,0
951284114,1000,0
951382440,120,1
951597666,5616,0
951800337,324,0
952033086,324,0
952043497,14776,0
952339798,1501,0
952705663,130,0
952908450,1058,0
953326702,1000,0
953457719,594,0
953757079,302,0
953886561,800,0
954031128,2187,0
954579812,1180,0
954637715,648,0
954993505,1,0
955258596,7839,0
955420405,2117,0
955478574,11600,0
956119927,1518,0
956229999,2058,0
956552461,1987,0
956775444,648,0
958315879,130,0
958668103,12800,0
958786194,4100,0
958797531,324,0
958807324,850,0
958884335,1620,0
958976227,1080,0
959221459,258,0
959307840,324,0
959496879,324,0
959655222,302,0
960235741,864,0
960668213,200,0
960886723,564,0
961012334,2014,0
961601713,205,0
961967065,324,1
962144097,302,0
962727108,17600,0
962812960,240,0
963255331,8120,0
963519108,240,0
963710460,20513,0
964068836,8000,0
964393375,720,0
964703976,2000,0
964721236,324,0
964857514,1000,0
964955529,972,0
965278114,120,0
966460078,130,1
966462101,240,0
966834300,95900,0
967832047,1200,0
969122845,240,0
969174291,4320,0
969230497,1790,0
969514965,860,0
969652355,960,0
969759201,324,1
969957361,56,0
970035041,45400,0
970125668,26640,0
970719186,1658,0
971029504,4289,0
971205873,324,0
971942608,324,0
972457170,480,0
972825285,648,0
972861944,540,0
973350664,5030,0
974399435,1080,0
974961759,1680,1
975354401,1080,0
976628871,6746,0
979039921,1000,0
980893966,360,0
981227904,130,0
981352751,324,0
606772195,305,0
606776363,1199,1
607212681,1800,0
607268039,250,0
607287299,2120,0
607291971,360,1
607578431,540,0
613110468,372,0
613565318,103,0
614756464,8809,0
614792897,1500,0
614969228,360,0
615103517,480,0
615110875,2200,0
615571559,480,1
700513841,120,0
703520603,120,0
800698076,5205,0
804065070,302,0
804615167,324,0
900567564,1600,0
901662153,360,0
903457982,360,0
904077778,936,0
905300889,1,0
905712124,22886,0
905859160,2400,0
906056896,1000,1
906422574,980,0
906519556,1188,0
906557967,1393,0
907293646,648,0
907512378,12390,0
907535911,756,0
907623458,5000,0
940080625,1404,0
940110194,17812,1
940343093,1371,0
940807161,1,0
940854876,4200,0
940876182,250,0
940997275,480,0
941241448,324,0
941492368,1304,0
941746694,130,0
942145623,540,1
942331595,9600,0
942395005,324,0
942604630,960,0
943124940,3160,0
943548997,240,0
943555623,1007,0
943702047,3970,0
943748224,1570,1
944089137,2741,0
944147567,240,0
944176549,540,0
944224542,324,0
944588273,130,1
944702524,240,1
944929120,120,0
944954042,540,1
945558467,56,0
945617044,480,0
946380851,16540,0
946542139,-16,0
946586929,9720,0
946686504,12020,0
946773043,8570,0
947248722,540,0
947286158,648,0
947503735,1000,0
947641373,324,0
947656813,2050,1
947700112,864,0
947769268,628,0
948213627,2400,0
948572552,16420,0
948982058,4020,1
949140648,1,0
949478826,1098,0
949508411,3950,0
950449920,5000,1
950691193,648,0
951001662,650,0
951103622,130,0
951183568,130,0
951299894,1007,0
951591390,600,0
951712204,1,0
951816304,860,1
951915297,2250,0
951935666,8100,0
952327158,324,0
952937512,1007,0
953204771,540,0
953457672,1658,0
953518825,15848,0
953727322,3000,0
954119053,1007,1
954924817,360,0
954935146,1007,0
955521660,888,0
955806492,648,0
956116210,540,0
956443371,4760,1
956748056,2100,0
957250498,324,0
957489207,2280,1
958337026,5690,0
959191863,8970,0
959205757,1007,0
959465775,960,0
959899571,540,1
959931797,15000,0
960454018,324,0
960914199,630,0
961163891,670,0
961466578,1820,0
961690285,1460,1
962258170,2780,0
962342444,2000,0
962369805,1000,0
962390247,696,0
962557304,3920,0
962624100,4730,1
963095023,1887,1
963139935,90,0
963196011,49007,0
963389080,240,0
963577595,2800,0
963797943,518,0
964057852,324,0
964368870,1660,0
964896734,1188,0
965005831,540,0
966018370,2246,0
966324687,1180,0
966459248,230,0
966859127,324,0
967131204,6290,0
967179141,2106,0
967671527,980,0
967829696,324,0
967951612,226,0
969433248,360,0
969510513,324,0
969702438,1300,0
969783055,4600,0
969969620,3000,0
970135101,480,1
970171969,1080,0
970242276,250,0
971015955,12077,0
971144233,1000,0
971238465,324,0
972516398,324,0
972780569,100,0
977253973,360,0
977300453,3270,0
977494166,324,0
977500788,1080,0
977961698,216,0
979067515,150,0
979304976,226,0
980369126,960,0
981098258,370,0
981285139,324,0
981671970,2200,0
981777376,1137,0
981873693,331,0
981892421,1857,0
982152330,853,0
982156431,980,0
982197384,240,0
983178990,980,0
983639561,1360,0
983794394,120,0
983969036,960,0
984550516,490,0
985176164,1296,0
985295544,300,0
985599629,2740,0
985611289,648,1
985741213,240,0
985844640,324,0
985944647,2592,0
985952786,324,1
986271111,2610,0
986342462,120,0
986415170,130,0
986504561,550,0
986720311,324,0
987133765,240,0
987297110,300,0
987834471,4000,0
987939576,130,0
988032592,1366,0
988325898,324,0
988488979,250,0
988489955,3000,0
988527028,1940,0
988618992,324,0
988662652,120,0
988723981,240,0
988734152,120,0
988835266,842,0
988890153,2649,0
988898679,390,0
989134589,150,0
989194253,1000,0
989205438,960,0
989608638,980,0
990788606,3109,0
992010977,540,0
992757516,200,0
993346156,9921,0
993791737,2520,0
993837296,480,0
994324832,1510,1
994457990,360,0
994668927,1166,0
995160838,240,0
995167934,199,0
995220752,1680,0
995225911,2117,0
995475467,480,0
995568569,324,0
996575051,315,0
996812295,1200,0
996814915,950,1
996829205,1500,0
996857710,700,0
997541376,130,0
981620276,324,0
982005977,1590,0
982197632,648,0
982381946,540,0
982398125,240,0
982533097,60,0
982770275,1,0
983314357,1690,0
983664903,980,0
983727974,530,0
984592656,240,0
984605158,242,0
984644640,1727,1
984678732,130,1
984713880,324,0
984872308,324,0
984878420,47,0
984915256,600,0
985175304,2149,0
985349052,324,0
985504744,360,0
985710988,324,0
985777488,498,0
985854273,240,0
985952866,700,0
986210619,324,0
986352869,360,0
986752529,1500,0
986832042,2740,1
987024179,5850,0
987206374,324,0
987413293,1728,0
987492559,850,0
987686376,400,0
987867232,960,0
987966479,1599,0
988052562,840,0
988595812,3000,0
988692183,3760,0
989033233,5700,0
989351642,334,0
989501584,2300,0
989620284,130,0
990285164,2397,0
990300547,240,0
990451791,730,0
990492214,292,1
990494616,1100,0
990656039,1006,0
990746643,540,0
990894845,8835,0
991225409,2633,1
991241845,130,0
991317581,269,1
991480605,3000,0
991486464,440,0
992203632,707,0
992369416,700,0
992401476,100,0
992590698,2000,0
992926350,960,0
993015843,410,0
993319476,1080,1
993323764,540,0
993332120,960,0
993566558,500,0
993810960,432,0
994212724,5400,0
994662096,120,0
994846887,4260,0
994855532,7340,0
995020498,960,0
995109165,120,0
995394177,540,0
995701122,1134,0
996495498,500,0
996563783,797,0
996639072,120,0
996785405,226,0
996787526,1040,0
996901842,0,0
997130345,6525,0
997267064,4827,0
997413941,594,0
997530181,1110,0
100368031,756,0
103379856,395,0
103541959,3000,0
104345234,2800,1
201560585,324,0
203188400,130,0
203202563,120,0
204211170,205,0
204533447,1800,0
204627088,2880,0
240123841,120,0
240298816,99,0
240333259,1214,0
240471487,3878,0
240632152,480,0
240730430,240,0
240863351,120,0
241443518,324,0
241663597,1810,0
241686515,9469,0
242184706,500,0
242746979,19990,0
242921900,1298,0
242966403,540,0
242984211,19720,1
243174622,120,0
243337572,7980,0
243526842,1560,0
243547173,756,0
243682852,432,0
243799293,12430,0
243894641,960,0
243906730,700,1
243935746,1,0
243954088,3571,0
244120295,20,0
244390212,960,0
244529239,1044,0
244835089,7980,0
244838748,540,0
245371547,360,0
245547623,820,0
245680029,2339,0
245759196,250,1
245768533,480,0
246057557,2527,0
246199908,480,1
246222913,100,0
246226039,580,1
246614556,324,0
246808177,960,0
246825590,700,0
246902757,980,0
247009813,1200,0
247067478,540,0
247587452,38921,0
248241532,2400,0
248471787,8600,0
248934572,1,0
249816720,250,1
249988667,120,0
250031116,1,0
250031759,1,0
250072043,1000,0
250074889,300,0
250094346,1,0
250399868,32771,1
250640308,610,0
250661602,130,0
250892367,755,0
250966880,3500,0
251216971,1242,0
251248344,18700,0
251248691,1,1
251252296,529,0
251311046,540,0
251463625,840,0
251503109,1560,0
251505173,12960,0
251693890,700,0
251762896,1550,0
251895981,1,0
251977368,1998,0
253367679,400,0
253370936,1,0
253386842,420,0
253497502,120,1
253661483,1,0
253869974,1134,0
254455508,960,0
254669883,1,0
254809293,1,0
254949433,7904,0
255911318,540,0
256123089,5142,0
256208919,900,1
256231037,1,0
256250929,1,0
257003611,1200,0
257044518,200,0
257059611,4800,0
257379040,1,0
257431603,4200,0
257431752,324,0
257559768,1,0
258186490,1,0
258296706,730,0
258339529,120,0
258405210,4470,0
258969680,4380,0
259148101,890,0
259340995,1,0
260029875,1023,0
300815272,324,0
303198230,59990,0
303373051,240,0
303633760,240,0
304618431,240,0
305724542,1944,0
305758437,214,0
306637937,226,0
306670345,2520,0
307666678,1240,0
309417708,980,0
313065698,15140,0
313136670,1840,0
313234994,10682,0
313331568,130,0
313650267,302,0
313796309,540,0
313921038,18000,0
314163424,21129,0
314312494,47,0
315134121,1058,0
315242148,1,0
315269151,700,0
316419547,3564,0
316430670,4710,0
316756412,610,0
318379295,2610,0
318829024,3120,0
323035257,540,0
323411882,226,0
323873703,500,0
324011133,173,0
324926639,556,1
326287926,380,0
326788064,1110,0
327322201,-9800,0
327376620,720,0
327595405,980,0
328595649,356,0
328597924,16800,0
340711349,1007,0
400364542,1080,0
403782353,1058,0
503408294,360,0
503744981,720,0
504101356,120,0
504118264,5763,0
505230960,1590,0
505396047,1603,0
506527514,4080,0
506566717,1,0
507807950,4947,0
507894135,120,0
507902642,6019,0
508293393,1000,0
508337638,1600,0
508438198,500,0
508528797,360,0
100468898,1,0
103060973,9236,0
103188307,324,0
103431809,324,0
103749530,3240,0
104065191,1,0
104075937,1,0
104392134,324,0
200651217,324,0
200901066,1240,0
200901574,240,0
203018536,120,0
203380683,1404,0
203483574,324,0
204139232,660,1
204402610,1530,0
204860714,92,0
205195782,400,0
240208564,26400,0
240328633,324,0
240448568,324,0
240530413,432,0
240952624,2780,0
241034794,1127,1
241254067,8775,0
241336255,17906,0
241365307,120,0
241441393,1938,0
241490428,960,0
241778681,49900,0
241859079,960,0
242065422,540,0
242585555,120,0
242901065,226,0
243044291,7695,0
243091347,1320,0
243533823,324,0
243943725,2400,1
244186086,18220,0
244229997,100,0
244325915,380,0
244541967,842,0
244754992,1185,0
244877192,3540,0
244972098,14880,0
245316036,1211,0
245560303,280,0
245801842,4320,0
245844457,324,0
246140882,648,0
246169072,360,1
246248846,6640,0
246740623,11800,0
246817357,1560,0
246817381,540,0
247054444,500,0
247326153,1210,0
247476433,1080,0
247489406,240,0
247502431,2683,0
247567789,100,0
247612425,2560,1
247614920,2980,1
247633004,480,0
247780227,1138,0
247790865,1760,1
247816962,250,0
247949775,410,0
248180404,2440,1
248510994,1200,0
248684478,1460,1
248942756,486,0
249001072,1080,0
249055698,960,0
249220779,600,0
249222918,1077,0
249558429,16,0
249826506,130,0
249985385,9780,0
249994056,960,0
250023623,4180,0
250047667,16310,0
250410589,1080,0
250538341,19734,0
250603424,130,0
250639976,1480,0
250641291,960,0
250906053,750,0
251165583,2095,0
251207135,960,0
251381233,19280,1
251762757,2538,0
251762876,14445,0
251837165,960,0
251837890,130,0
252309888,581,0
252502064,461,0
252606155,500,0
252639449,120,0
252710918,1410,0
252949712,480,0
253169572,1007,0
253309115,980,0
253334591,1,0
253372670,240,0
253519830,1,0
254037802,4350,0
254329066,480,0
254390671,1620,1
254461698,240,0
254825205,600,0
254926486,9574,0
255046383,324,0
255153676,702,0
255180667,3441,0
255523951,240,0
256232458,28640,0
256569641,480,0
257018414,1,0
257040887,120,0
257051873,960,0
257379038,100,0
257426955,300,0
257827168,250,0
258024661,4248,0
258348797,960,0
258576192,7220,0
258714853,540,0
259309733,4115,0
259569466,830,0
259643630,1,0
259724088,1,0
259977659,370,0
300271761,648,0
300877617,480,0
301064336,600,1
303345612,9899,0
303694628,460,0
306442902,756,0
306793259,1284,0
306891903,324,1
307071138,130,0
307141215,700,0
307221995,7080,0
307358152,2000,0
308251980,864,0
308445748,47057,0
308546540,3400,0
308780171,130,0
309113559,500,0
309627201,500,0
313038170,1000,0
313209505,400,0
313426161,18357,0
314145548,12720,0
314395477,5800,0
314579982,1440,0
315080012,600,0
316550264,226,0
316753571,6588,0
316853561,10445,0
318171554,532,1
319004055,14071,0
324409471,640,0
324792488,5340,0
324964896,13608,0
325156845,1400,0
325172295,198,0
325237948,324,0
325501558,108,0
326255964,1,0
103102582,480,0
103840803,2149,0
103867569,4415,0
200272925,613,0
200306998,19600,0
200676047,1007,0
200854723,216,0
201181589,324,0
203210783,2998,0
203681334,130,0
203906880,480,0
204366335,240,0
204428262,1900,0
204895742,947,1
205099598,324,0
205163488,500,0
205178753,194,0
205220591,1090,1
240110839,864,0
240190974,8631,0
240938492,1140,0
241142081,22230,0
241158153,500,0
241255750,120,0
241322961,3900,0
241551648,360,1
241603454,648,0
242177656,240,0
242226139,8000,0
242744467,1460,0
242854943,271,1
243012432,8000,1
243559359,2200,0
243847224,120,0
244274723,324,0
245549359,1296,0
245595443,130,0
245680772,400,0
245870778,1007,0
246288152,1920,0
246437627,3000,1
246479165,598,0
246561450,1440,0
246591049,4688,0
246813317,210,0
246828221,1750,0
246849637,7578,0
247541364,324,0
247564706,400,0
247739083,3000,0
248004286,226,0
248297333,18260,0
248361060,324,0
248428195,1134,0
248505257,1440,0
248594087,240,0
248624377,1110,0
248725376,8000,0
248762284,1080,0
248772226,2,0
248900820,1,0
248933464,324,0
249490626,3300,0
249543095,240,0
250031214,46,0
250216332,2678,0
250226201,2302,1
250704068,120,0
251278291,480,0
251534850,1,0
251742021,15269,0
251752572,23400,0
251828385,1,0
252303299,19940,0
252745342,594,0
252926063,2680,0
253228703,240,0
253350702,1,0
253654920,2600,0
254138288,529,0
254175667,540,0
254260330,1,0
254459753,400,0
254538235,200,0
254848623,1110,0
255531268,360,0
255570483,23600,0
256222335,960,1
256553523,1,0
257198374,120,0
257362974,1,0
257613680,1620,0
257658522,1023,0
257875226,1080,0
258153399,2900,0
258158613,130,0
258164075,120,0
258329260,1641,0
258727608,1,0
258767063,1620,0
258927343,1,0
258933440,1598,0
259985749,1,0
303328704,378,0
303753228,240,0
303971162,10800,0
304955243,1210,0
305856505,250,0
306086015,240,0
306867647,2500,0
307141803,2640,0
307459535,324,0
307531712,2200,0
307626937,864,0
307724466,1440,0
308410073,1480,0
308627123,130,0
308636863,37820,1
309505076,324,1
310062543,960,0
313111041,5364,0
313259785,45000,0
313706986,130,0
314183664,240,0
314847832,1200,0
314872380,2830,0
315158293,3450,0
315936031,100,0
316575804,960,0
316859847,3000,0
317228256,3720,0
317300991,518,0
318317408,864,0
318371150,340,1
318371389,324,0
318417635,324,1
325240245,302,0
325588726,1750,0
325652856,2400,0
325819787,1007,0
328498477,980,0
340303501,1920,1
340621153,5648,0
340679212,130,0
403509190,6353,0
503465042,120,0
503918857,400,0
506360093,240,0
506682160,400,0
506724560,130,0
507278901,130,0
507910984,250,0
507999865,1080,0
508065449,540,0
508258565,1090,0
508270646,50002,1
508353960,444,0
508596260,496,0
509079830,6010,0
509082103,540,0
509134005,200,1
513487100,17584,0
514799450,540,0
514840928,1007,0
514880087,6600,0
514885401,3000,0
515340073,159,0
515420809,648,0
515493429,400,0
515669409,216,0
516224999,1580,1
100077236,240,0
103019077,4000,0
103322884,120,0
103565692,324,0
103870844,370,0
104140537,19980,0
104318636,4880,0
204066385,540,0
204228174,895,1
204513506,3503,0
204860091,498,0
204911090,540,0
204971955,400,0
240037467,2149,1
240142736,324,0
240327968,980,1
240481389,2280,0
240554358,2050,0
240698823,2149,0
240720737,940,0
240981431,4960,0
240999536,972,0
241174456,500,0
241184518,356,0
241479808,302,0
241488330,600,0
242058855,120,0
242085757,1100,0
242102297,3300,0
242118824,120,0
242202793,324,0
242219013,1500,0
242219388,4240,0
242572612,120,0
243000615,800,0
243311445,13565,0
243353132,12074,0
243526586,360,0
243745656,250,0
244499758,1300,0
244735517,1520,0
245045292,3960,0
245065032,360,0
245765866,328,0
245793247,2128,0
245970634,17380,0
246102826,980,0
246256573,2070,0
246456576,960,1
246932407,2620,0
246973959,9200,0
247010165,334,0
247555178,2714,0
248186732,5000,0
248799790,1320,0
249027621,2500,0
249199640,1,0
249441951,1,0
249814424,2616,0
249993362,563,0
250073383,1487,0
250896038,1967,0
250923731,1,0
250991857,10840,0
251326212,700,0
251415354,540,0
251481912,720,0
252195560,99,0
252393104,1920,0
252630111,400,0
252648581,500,0
252679712,1980,0
252927644,432,0
252948872,1,0
253203289,360,0
253470251,1410,1
253513026,250,0
253586525,216,0
253668053,960,0
254303967,120,0
254655368,130,0
254846976,2640,0
254927742,2760,0
255182568,1200,0
255207497,216,0
255574378,1,0
255709678,600,0
255766806,6480,0
256134573,130,0
257235142,130,0
257264251,1,0
257285381,1,0
257354806,1,0
257370674,1,0
257633590,1080,0
257724061,600,0
257937199,400,0
257939417,481,0
258320421,1,0
258366031,594,0
258559462,1380,0
258767166,120,0
259536989,1,0
259775506,540,0
259914824,530,0
259991086,922,0
300214108,130,0
300873193,2354,0
303779479,4104,0
303808978,702,0
304457025,1585,0
304475516,108,0
304549896,555,0
305152546,480,0
305249715,1800,0
305860475,89606,0
307465560,1320,0
308078061,648,0
308915115,11410,0
309021611,324,0
309488775,3010,0
310324820,324,0
313144395,540,0
315552227,2200,0
316826152,1060,0
318068753,720,0
318104990,960,0
318182368,600,0
318504087,276,0
318656446,960,0
323545424,18000,0
324934851,240,0
326588403,700,0
327163744,1530,0
327168017,980,0
327990633,4127,0
328286369,980,0
328560688,324,0
340104430,240,0
340167894,324,0
403537381,780,0
403699471,2250,0
403736707,1296,0
503203752,960,0
504184656,1465,0
504216188,4571,0
504325787,648,0
504534928,600,0
505840161,3011,0
506296903,2466,0
506486926,324,0
507013369,2720,0
507190268,2000,0
507507248,1290,0
507799166,7128,0
507814431,324,0
508055614,11650,0
508399243,1058,1
509014026,36736,0
509046769,324,1
509150516,540,0
509262225,5780,0
509328748,9970,0
509415662,4020,0
513529914,252,0
514769508,8800,0
515385031,1007,0
515492617,194,0
515499359,324,0
515683507,324,0
515882047,1706,0
515933507,4421,0
516580525,4360,0
603136338,1080,0
603973861,720,0
604172346,840,0
606775266,324,0
607407595,30,0
613478174,1444,0
613869150,324,0
613923832,648,0
613949861,324,0
614057101,610,1
614402439,324,0
614602149,22800,0
614840192,2160,0
614869460,130,0
614910795,181,0
616183761,3752,0
616193886,723,0
700451945,1440,0
703238911,250,0
800009753,700,0
800593462,1080,0
800660542,324,0
800684392,2607,0
804002678,1080,0
804162012,756,1
804320423,324,0
804591240,2308,0
901745944,120,0
903500090,130,0
903885213,4280,0
904918263,1110,0
905061635,10000,0
905461581,2610,0
906349352,3952,1
906419690,1,0
906701578,132,0
907391480,5828,0
907445123,1200,0
907595901,1570,0
907615225,77,0
940123996,700,1
940446031,960,0
940630811,1100,0
940701937,240,0
941231241,1007,1
941367950,500,0
941399002,1007,0
941399603,9820,0
941595606,10476,0
941998441,2040,0
942278970,190,0
942317757,1511,0
942893929,540,0
942977909,740,0
943119401,5100,0
943179604,980,1
943200697,324,0
943284415,67090,0
943290552,1487,0
944514133,855,0
944781629,324,0
944791784,400,0
944898529,1342,0
945548104,324,0
945816677,1000,0
946181122,173,0
946404970,2678,0
946458490,600,0
946533619,540,0
946982726,980,1
946983700,1230,0
947776303,1379,0
948212592,194,0
948967354,29180,0
949026069,130,1
949078837,360,0
949443253,690,0
950872857,90,1
951224398,4760,0
951523742,130,0
951552623,648,0
952143460,130,0
952161289,400,0
952164617,540,0
952166018,14780,0
952213952,300,0
952301898,1360,0
952567028,130,0
952694800,1620,0
952864419,324,0
952872130,1100,0
952908400,980,0
952986442,604,0
953727748,864,1
953894121,324,0
954051676,3335,0
954157646,490,0
954380528,1404,0
954751444,480,0
954770213,1627,0
954797464,1480,0
954830331,1589,0
955029282,400,0
955331135,90,1
955582487,3801,0
956521278,1007,1
957851633,2160,0
958407377,4356,0
958830278,15296,0
958922297,324,0
959133024,10550,0
959454492,324,0
959649290,3600,0
959792126,560,0
960389915,6980,0
960753299,1190,0
961045986,324,0
961753219,1007,0
961822047,5800,0
962163070,324,1
962603852,42731,0
962724399,980,0
962841107,972,0
963683149,720,0
963924655,500,0
964031205,240,0
964038930,1,0
964616414,600,0
964958464,1137,0
965306123,1000,0
965447200,2430,1
965461092,324,0
965643190,6110,0
965774340,1007,0
965933590,7057,0
966931018,864,0
967073039,5950,0
967114591,600,0
967144310,540,0
967449856,980,0
