id,customer_rank,arrears_at,arrears_count,bill_updage_count
240952624,80,99,0,1
241034794,3,99,0,1
241254067,90,99,0,1
241336255,30,7,1,0
241365307,90,99,0,0
241441393,80,99,0,0
241490428,20,99,0,0
241778681,50,99,0,0
241859079,100,99,0,1
242065422,0,3,4,1
242585555,2,99,0,0
242901065,80,99,0,2
243044291,20,7,1,1
243533823,100,99,0,0
243943725,100,4,3,0
244186086,90,99,0,0
244229997,50,99,0,0
244325915,60,99,0,0
244541967,80,99,0,1
244877192,50,99,0,1
244972098,20,8,4,0
245316036,50,99,0,1
245335958,50,99,0,0
245560303,90,99,0,0
245801842,80,99,0,0
245844457,80,99,0,1
246140882,60,99,0,0
246169072,10,6,2,0
246248846,40,6,2,0
246740623,50,99,0,1
246817357,50,99,0,1
246817381,80,99,0,1
247054444,90,99,0,2
247326153,20,99,0,1
247476433,90,99,0,1
247489406,50,99,0,0
247502431,50,99,0,1
247567789,50,99,0,0
247612425,0,6,7,1
247614920,20,99,0,0
247633004,40,99,0,0
247780227,50,99,0,1
247790865,3,6,7,0
247949775,50,9,2,0
248150481,3,3,7,0
248180404,20,99,0,1
248510994,70,99,0,0
248684478,2,5,7,0
248698883,100,99,0,0
248942756,70,99,0,1
249001072,60,99,0,1
249055698,60,99,0,0
249220779,3,5,7,1
249222918,90,99,0,1
249558429,30,99,0,1
249985385,20,12,1,1
249994056,50,99,0,0
250410589,50,99,0,1
250538341,80,99,0,1
250603424,20,99,0,0
250639976,40,99,0,1
251165583,20,99,0,1
251762757,50,99,0,1
251762876,60,99,0,1
251833186,50,99,0,0
251910823,20,99,0,0
252309888,20,99,0,0
252447205,100,99,0,0
252502064,100,99,0,0
252606155,70,99,0,1
252639449,90,99,0,0
252710918,30,7,1,1
252949712,40,99,0,0
253169572,50,99,0,1
253309115,20,6,2,0
253334591,50,99,0,0
253372670,80,99,0,1
253519830,30,99,0,0
254037802,70,99,0,1
254329066,50,99,0,0
254390671,5,99,0,0
254430637,1,99,0,0
254461698,5,99,0,0
254825205,30,99,0,0
254926486,10,99,0,1
255046383,80,99,0,0
255153676,50,99,0,1
255180667,80,99,0,0
255523951,30,99,0,0
256135977,5,99,0,0
257018414,30,99,0,0
257040887,30,99,0,0
257051873,30,99,0,0
257379038,30,99,0,0
257426955,30,99,0,0
258024661,30,99,0,0
258348797,30,99,0,0
258576192,30,99,0,0
258714853,30,99,0,0
259290927,5,99,0,0
259309733,20,99,0,0
259341714,30,99,0,0
259643630,5,99,0,0
259724088,30,99,0,0
300271761,110,99,0,0
300877617,80,99,0,0
301064336,3,3,9,1
303345612,50,99,0,0
303694628,130,99,0,1
305051539,140,99,0,0
306442902,100,99,0,0
306793259,100,99,0,0
306891903,100,7,6,0
307141215,80,99,0,1
307221995,70,99,0,0
307358152,80,99,0,1
308251980,50,99,0,0
308445748,50,99,0,1
308546540,90,99,0,1
308780171,50,99,0,0
309113559,0,3,4,1
309627201,110,99,0,1
313038170,100,3,5,0
313209505,60,99,0,0
313426161,120,99,0,1
314395477,100,99,0,0
314579982,10,99,0,1
315080012,50,99,0,0
316550264,100,99,0,1
316753571,100,99,0,0
316853561,90,99,0,1
318171554,5,3,10,1
319004055,90,99,0,0
324409471,60,99,0,1
324792488,60,99,0,0
324964896,120,99,0,1
325156845,3,10,3,0
100541417,100,99,0,0
103540513,50,99,0,0
103964959,60,99,0,0
201172073,100,99,0,0
201434732,100,99,0,0
203038382,90,99,0,0
203256204,100,99,0,1
203641184,100,99,0,0
204655358,50,99,0,0
205051130,100,99,0,0
205063682,30,99,0,0
205281970,100,99,0,0
240023337,100,99,0,0
240530564,2,4,8,0
240719930,20,99,0,1
241155304,10,99,0,1
241289717,70,99,0,0
241912847,0,4,1,0
241958940,40,10,3,0
241966826,50,99,0,0
242244111,20,99,0,0
242244346,20,99,0,0
242541359,50,99,0,1
242937181,50,99,0,1
243201916,80,99,0,1
243204840,50,99,0,0
243497468,50,99,0,0
244410517,3,8,5,0
244527000,50,99,0,0
244975550,10,99,0,1
245250903,70,99,0,0
245624350,50,99,0,0
245625339,90,99,0,0
245632772,3,3,7,0
245720511,70,99,0,1
246739422,60,99,0,1
247124210,90,99,0,1
247292868,3,3,10,1
247450039,90,99,0,0
247817303,80,99,0,0
247958652,80,99,0,0
247980733,70,99,0,1
247982260,50,99,0,1
248001331,80,99,0,1
248288312,20,99,0,1
248410959,100,3,3,0
248458152,70,99,0,1
248562788,60,99,0,0
248591015,50,99,0,0
248624266,60,99,0,0
248646711,60,99,0,1
248725737,30,99,0,0
248738606,100,99,0,0
248745585,30,99,0,1
248807972,90,99,0,0
248983509,100,99,0,0
249410958,60,99,0,0
249597361,50,99,0,1
250026834,1,3,3,0
250411630,10,9,2,0
250515004,50,99,0,0
250524472,80,99,0,1
250894723,50,99,0,0
250938944,5,99,0,1
251235739,100,99,0,0
251328260,2,99,0,0
251426070,80,99,0,1
251466398,0,5,4,0
251806274,20,99,0,0
251950514,50,99,0,0
252581116,100,99,0,0
252632735,100,99,0,0
252633726,30,99,0,0
252734949,30,99,0,1
252792551,30,99,0,2
252938185,30,99,0,0
253222898,5,4,1,0
253500322,30,99,0,1
253576615,0,3,4,0
253642168,40,99,0,1
253833503,30,99,0,0
254026583,30,99,0,0
254524951,30,99,0,0
254973298,30,99,0,0
255213244,40,99,0,1
255538337,30,99,0,0
256311612,5,99,0,0
256770698,80,99,0,0
256800229,1,3,1,0
256897021,30,99,0,1
256989675,30,99,0,0
257045945,30,99,0,0
257706092,30,99,0,0
258333879,30,99,0,0
258766080,30,99,0,0
258853091,30,99,0,0
259156764,30,99,0,0
259232519,30,99,0,0
301160294,100,99,0,0
303665013,70,99,0,1
303883176,50,99,0,0
304378899,80,99,0,0
306085641,100,99,0,0
306090229,100,99,0,0
306166343,50,99,0,2
306452565,100,10,3,0
306484035,70,99,0,0
307161372,120,99,0,0
308199489,100,99,0,1
308435121,60,99,0,0
308981801,100,6,2,0
309701752,50,99,0,0
313136311,100,99,0,0
313563285,100,99,0,0
313694608,100,99,0,0
313919964,140,99,0,1
314928141,90,99,0,0
315836829,60,99,0,0
316062955,120,99,0,0
317889347,140,99,0,2
323088145,50,99,0,0
323336416,130,99,0,0
323771093,120,99,0,0
324594907,50,99,0,1
324688870,30,7,2,1
325431295,3,4,9,0
325529637,10,3,6,1
325863567,100,99,0,0
326568691,60,99,0,0
327263335,3,10,3,0
328716291,100,99,0,0
340360061,100,99,0,1
340546634,100,99,0,1
400110548,100,99,0,1
400149803,140,99,0,0
403527354,100,6,7,0
500266435,170,99,0,1
503703514,140,99,0,1
504267063,50,99,0,1
505393377,110,99,0,0
506776492,100,99,0,0
507603991,50,99,0,0
507804417,60,99,0,0
508321952,100,99,0,0
508507822,70,99,0,0
509071800,30,8,1,1
509420455,130,99,0,0
509431273,70,99,0,0
514203661,60,99,0,1
514939736,100,99,0,0
515436328,20,99,0,0
515977517,60,99,0,0
516006817,60,99,0,0
516131845,10,3,1,1
516203549,60,99,0,0
516341851,40,8,1,1
516447562,70,99,0,1
516457436,100,99,0,0
516729781,100,3,7,0
325172295,50,99,0,0
325237948,100,99,0,0
325501558,80,99,0,0
326255964,90,99,0,0
327574429,90,99,0,1
327800726,3,10,3,1
328599445,50,99,0,1
328629396,100,8,1,1
340076234,120,99,0,1
340549434,100,99,0,0
340703632,10,3,8,0
403060715,100,99,0,0
403249726,100,99,0,0
403869816,80,99,0,0
500742369,100,99,0,0
500902199,50,99,0,0
503566294,70,99,0,0
503952359,100,99,0,0
505657439,100,99,0,0
506942101,100,99,0,0
507822746,150,99,0,1
508179679,100,10,3,0
508530647,50,99,0,1
509134476,60,99,0,0
513359109,100,99,0,0
514492753,100,99,0,0
514880203,50,99,0,1
515361860,110,99,0,1
515561909,60,99,0,1
515862371,70,99,0,0
516044251,100,99,0,0
516416986,100,99,0,0
516712466,70,99,0,0
601140698,110,99,0,0
603217097,80,99,0,0
603741783,80,99,0,1
605617154,50,99,0,0
605972076,100,99,0,0
607076519,100,99,0,0
607196659,60,99,0,0
613506166,50,99,0,1
613999729,50,99,0,0
614126623,3,3,8,0
614260692,50,11,1,1
615153047,100,99,0,0
615776764,100,99,0,0
616000590,110,99,0,0
616069594,50,99,0,0
700425569,140,99,0,0
703114024,100,99,0,0
703141553,0,99,0,0
800447752,80,99,0,1
801235823,130,99,0,0
803199565,110,99,0,1
803968550,100,10,3,0
804705717,100,99,0,0
804854064,60,99,0,1
901393987,70,99,0,0
901721332,80,99,0,0
901846383,100,99,0,1
903077787,110,99,0,0
903176636,20,99,0,1
906519387,100,99,0,0
907545595,20,4,3,0
940059693,0,3,4,0
940164316,100,99,0,0
940454289,100,99,0,1
941043539,100,12,1,0
941379257,50,99,0,0
941435560,30,5,1,1
941575645,50,99,0,0
941680427,100,99,0,0
941825784,110,99,0,1
942373141,3,6,7,0
942626048,10,3,2,0
942626205,70,99,0,1
942891373,100,99,0,1
943154522,100,10,3,0
943595743,70,99,0,1
943704492,100,99,0,0
943759352,100,99,0,0
944216552,130,99,0,1
944602307,100,3,8,0
944891222,80,99,0,1
944965657,100,3,8,0
944973394,100,99,0,0
945436534,100,99,0,0
946124017,50,99,0,0
946175779,100,99,0,0
946322855,100,99,0,0
946477682,100,99,0,1
946593563,40,9,1,0
946994386,60,99,0,0
947085240,70,6,1,1
947158189,110,99,0,1
947546513,90,99,0,0
947551343,10,3,9,0
947683531,150,99,0,1
947730846,100,99,0,0
947793907,100,99,0,0
947950282,120,99,0,1
948912020,3,9,4,0
948926218,50,99,0,1
949185957,2,99,0,0
949475254,110,99,0,0
950907713,90,99,0,1
951995970,100,99,0,0
952117869,10,3,5,1
952277311,100,99,0,0
952283860,3,5,8,0
952333710,100,99,0,0
952454950,70,99,0,0
952795407,50,99,0,1
952960002,0,3,10,0
952967292,50,11,1,0
953137954,60,99,0,1
953349341,40,6,1,0
953480237,80,99,0,0
953535373,100,99,0,0
953605493,100,99,0,0
953827708,0,99,0,0
953848552,50,99,0,1
953850710,110,99,0,1
954006297,3,3,7,0
954077243,70,99,0,1
954288252,100,99,0,1
954908624,100,99,0,1
955030679,100,99,0,0
955437847,70,99,0,1
956367680,110,99,0,0
957358534,100,99,0,0
957361942,100,10,3,0
958458232,60,99,0,2
959040887,100,99,0,0
959260307,100,99,0,1
959393174,50,99,0,1
959674620,100,99,0,1
959699374,90,99,0,0
960683913,60,99,0,2
960770905,100,99,0,1
960966006,3,10,3,0
961711448,50,99,0,0
961801762,100,99,0,0
962861420,0,10,3,0
963001474,100,7,6,0
963140627,50,99,0,1
963668883,10,11,1,1
963761327,100,99,0,0
963843050,90,99,0,1
964347951,80,99,0,1
964519390,100,99,0,0
964552285,130,99,0,2
964652068,60,99,0,1
965645375,100,99,0,0
966149883,80,99,0,1
966264952,110,99,0,1
966351579,100,99,0,0
967043715,70,99,0,1
967067396,100,99,0,0
600667002,100,99,0,0
603201674,70,99,0,0
603774149,80,99,0,0
604675210,80,99,0,1
605192449,100,99,0,0
605427806,3,10,3,1
606576152,130,99,0,1
607509667,50,99,0,1
613060372,100,99,0,0
613175101,80,99,0,1
613224545,100,99,0,0
613543779,50,99,0,1
613697669,100,99,0,1
614251949,50,99,0,1
615996398,50,99,0,0
800229265,50,99,0,1
800318195,160,99,0,1
800518520,100,99,0,0
800613188,140,99,0,1
801264827,140,99,0,1
801463697,130,99,0,1
804465055,130,99,0,0
804741005,50,10,1,1
901974717,30,9,4,1
903261231,100,99,0,0
905546162,100,99,0,0
905880387,90,99,0,1
905954222,100,99,0,0
906179834,60,99,0,1
906860380,90,99,0,0
906897308,100,99,0,1
940703168,100,99,0,0
940958250,10,4,8,0
941337438,110,99,0,1
941355891,110,99,0,0
941447236,2,99,0,1
941936247,100,3,10,0
942130574,100,10,3,0
942590526,90,99,0,1
942885836,100,12,1,0
943233390,90,99,0,1
943375696,100,99,0,0
943398465,10,4,8,1
943474256,100,99,0,0
943520626,10,4,4,1
943718586,130,99,0,0
944364172,100,10,3,0
944437169,100,99,0,0
944545572,60,7,2,0
944577910,100,99,0,1
945715749,100,99,0,0
945768017,90,99,0,1
945777636,100,99,0,0
946034233,100,99,0,0
946209041,100,99,0,0
946623523,60,99,0,0
946955985,90,99,0,1
946971671,3,4,8,1
947025982,80,99,0,0
947302239,70,99,0,0
948604009,100,3,5,0
948735574,100,99,0,1
948794751,40,10,1,0
949214702,70,99,0,1
949381269,20,10,1,1
950158009,5,99,0,2
950319993,100,99,0,0
951215992,30,6,3,1
951332473,100,99,0,0
951459582,50,99,0,1
952617273,90,99,0,1
953012623,50,12,1,1
953042537,60,99,0,1
953120463,50,99,0,1
953700141,100,99,0,0
954075348,30,8,1,0
954559985,80,99,0,1
954614011,100,99,0,0
955095440,100,99,0,0
955156673,10,4,3,0
955600258,100,10,3,0
956125140,3,10,3,0
956344087,90,99,0,0
956375131,30,8,2,1
956632747,100,99,0,0
956651455,100,99,0,1
957672949,100,99,0,0
957883752,100,3,9,0
957956423,70,99,0,1
958984613,90,99,0,2
959481750,100,99,0,0
959632247,100,99,0,0
959688555,120,99,0,0
960375382,100,99,0,0
960460104,30,10,1,1
960460886,50,99,0,1
960533297,90,99,0,1
960725093,60,99,0,1
960791095,30,4,1,0
961010464,0,3,8,2
961086464,60,99,0,0
961246060,100,99,0,0
961308375,100,8,5,0
961569724,80,99,0,1
962110855,30,5,1,1
962137235,30,12,1,1
962995619,80,99,0,0
963430255,60,99,0,0
963864152,80,99,0,1
964040428,3,99,0,1
964282798,100,99,0,0
964284965,100,99,0,0
964976842,10,8,5,1
965587624,3,9,4,0
965849300,50,99,0,0
965957715,100,99,0,0
966323335,10,7,4,1
966489257,110,99,0,0
966705239,100,3,9,0
966807766,60,99,0,0
967147421,90,99,0,0
967934800,100,99,0,0
968061242,110,99,0,1
968104232,80,99,0,0
968752436,110,99,0,1
968799216,10,4,4,1
968982908,50,99,0,1
969072723,70,99,0,1
969704560,110,99,0,0
969827368,100,99,0,1
969954681,100,8,1,0
969996064,100,99,0,1
970150312,90,99,0,0
970193199,60,99,0,0
970319565,50,99,0,1
970369553,60,99,0,1
970491123,100,99,0,1
970503396,110,99,0,0
970721030,60,99,0,1
970859103,50,99,0,1
970950339,100,99,0,0
971299042,80,99,0,1
971418494,60,99,0,0
971749799,100,99,0,0
972092313,40,99,0,1
972244344,20,99,0,1
972522229,60,99,0,1
972553648,70,99,0,0
972676909,100,99,0,0
972723581,50,99,0,0
973255330,90,99,0,1
973853795,100,10,3,0
974131814,80,99,0,1
974454119,50,99,0,1
975073722,60,99,0,1
975276882,80,99,0,1
975541064,80,99,0,1
975620629,70,99,0,1
977408228,100,99,0,0
600893155,120,99,0,1
601255639,60,99,0,1
603204807,90,99,0,0
603560701,50,99,0,1
603698240,60,99,0,0
603741277,70,99,0,0
603798934,70,99,0,0
604026979,100,99,0,0
604287056,80,99,0,1
604382503,3,3,10,0
605267741,100,99,0,0
605492341,100,99,0,0
606024246,1,3,10,1
606472876,100,99,0,0
606475963,3,6,7,1
606509201,140,99,0,1
607311645,30,10,3,0
607321001,100,99,0,0
607424741,60,99,0,1
607526079,100,99,0,0
613623790,110,99,0,0
614192637,50,99,0,1
614585723,100,99,0,0
615107229,60,10,3,0
615427456,3,10,3,0
615754617,3,10,3,1
616054711,100,99,0,1
700524208,70,99,0,1
700553385,80,99,0,0
703330492,70,99,0,1
703492760,0,3,10,0
703629631,0,3,3,0
800236930,50,99,0,0
801002777,100,99,0,0
801119042,140,99,0,1
801204096,50,99,0,0
803124563,110,99,0,0
803433668,100,99,0,1
803486290,110,99,0,1
804407739,50,99,0,0
804448950,70,99,0,1
804673179,100,10,3,0
804674645,100,99,0,0
804679546,50,99,0,1
900970427,110,99,0,1
904632651,100,10,3,0
905151482,40,8,1,1
906047526,3,99,0,1
906167166,0,3,9,0
906736165,50,8,2,1
906828726,100,99,0,0
907190591,100,3,9,0
907474962,100,99,0,0
907569886,70,99,0,1
940420497,100,99,0,0
940752411,30,8,1,1
940874949,90,99,0,0
940948973,80,99,0,1
941128857,110,99,0,0
941213922,100,99,0,1
941286252,50,99,0,1
941580615,10,4,6,0
941611012,100,99,0,0
942051794,100,99,0,0
942353655,90,99,0,0
942513716,90,99,0,1
942607839,100,99,0,0
942620340,90,99,0,1
942931973,100,99,0,0
943819320,100,99,0,0
943886565,80,99,0,1
944040642,60,99,0,1
944271710,100,99,0,1
944569857,40,8,1,1
944618279,100,99,0,2
945245967,0,3,4,1
945265378,110,99,0,0
945720804,100,99,0,1
946107584,80,99,0,0
946190625,50,99,0,1
946290690,70,99,0,1
946421997,110,99,0,1
946466529,30,8,2,0
946475339,10,4,7,1
946752261,100,99,0,0
947010864,10,4,2,1
947240077,50,99,0,0
947312768,0,3,5,0
947517639,100,10,3,0
947531267,10,4,7,1
947828015,60,99,0,0
947851228,100,99,0,0
948217109,90,99,0,0
948337640,40,8,1,0
948458488,100,99,0,0
948696230,50,99,0,0
949048250,60,99,0,1
949226852,140,99,0,1
950945157,50,99,0,1
951599454,3,3,10,0
951649780,70,99,0,1
951850801,100,99,0,0
952185834,90,99,0,1
952251299,100,99,0,0
952345317,110,99,0,1
952450935,60,9,3,0
952580789,100,99,0,0
952801032,50,99,0,0
952820034,70,99,0,0
953127045,110,99,0,1
953609610,20,99,0,0
954971149,70,99,0,1
955018939,100,99,0,0
955091833,100,99,0,0
955206777,100,9,2,0
955644420,60,99,0,1
956252554,120,99,0,1
956310666,3,9,4,1
956437089,100,99,0,0
956640382,50,99,0,0
957687326,100,99,0,1
957765508,50,99,0,1
957898605,70,99,0,0
958229153,100,99,0,0
958690976,60,99,0,0
958759133,60,99,0,1
958767224,110,99,0,0
959302706,100,99,0,0
959548528,30,10,1,1
959694178,70,99,0,1
960054181,80,99,0,0
960054345,20,4,1,0
960060396,100,99,0,0
960182288,20,99,0,0
960727659,100,99,0,0
960812974,10,3,6,0
960907234,0,3,6,0
961114652,70,99,0,1
961305962,100,99,0,1
961332778,60,99,0,0
961555869,20,99,0,1
961642397,3,10,3,0
961646845,100,99,0,0
961703663,100,99,0,0
961961048,100,12,1,0
962010225,50,99,0,0
962226654,100,99,0,1
962429617,100,99,0,0
962443012,20,99,0,0
963058910,100,99,0,0
963442056,100,99,0,0
963444024,100,99,0,0
963933682,20,99,0,0
964149745,100,99,0,0
964712292,100,99,0,0
964782517,80,99,0,0
964900161,50,99,0,1
964900360,100,99,0,0
965422193,50,99,0,1
967628090,30,12,1,0
968113202,90,99,0,1
968859740,60,99,0,2
969193658,110,99,0,2
969346117,110,99,0,0
970124515,100,4,7,0
970544595,90,99,0,0
970734274,100,99,0,0
971047307,100,99,0,0
971169621,100,99,0,0
971740165,3,6,7,1
972052382,100,99,0,0
972087962,100,99,0,0
972614231,100,99,0,0
973137400,3,10,3,0
973677187,10,3,2,0
975273142,20,4,2,0
977419911,100,99,0,0
977778950,80,99,0,1
979011598,60,99,0,1
979080393,0,3,7,0
979161993,50,99,0,0
979220358,100,99,0,1
979328809,3,10,3,1
979352065,3,10,3,0
980425817,20,5,1,0
980732593,50,99,0,0
981406047,100,99,0,0
981818876,0,3,10,0
981959471,20,99,0,1
982261553,100,6,1,0
982404958,90,99,0,0
982443773,70,99,0,0
982568524,100,99,0,0
982885611,100,99,0,0
982930485,3,7,6,1
983136875,60,99,0,1
983329662,90,99,0,0
983902705,100,99,0,0
983930454,100,99,0,0
984291198,0,3,7,0
984550951,100,99,0,0
985061670,30,99,0,1
985331798,100,99,0,0
985839323,100,99,0,1
985941575,3,10,3,0
986704741,80,99,0,1
986826652,90,99,0,0
987460328,30,99,0,1
987488847,60,99,0,0
987492424,20,99,0,1
987715635,3,3,6,1
988169007,100,3,4,0
988359005,10,3,7,1
988443748,50,99,0,1
988530905,40,99,0,1
988656566,80,99,0,0
988693903,70,99,0,0
988732884,80,99,0,1
988874834,80,99,0,0
989201081,70,99,0,1
989244208,80,99,0,1
989255599,40,99,0,0
989324717,80,99,0,0
989368815,90,99,0,1
989798385,100,11,1,1
989919041,80,99,0,1
990131434,10,5,7,1
990731628,50,99,0,1
991003995,90,99,0,0
991005362,80,99,0,0
991370894,50,99,0,1
991385475,3,3,10,0
991479114,60,99,0,1
991491582,50,99,0,1
991940255,80,99,0,0
992206448,20,99,0,0
992475770,100,10,1,0
992652809,20,99,0,1
992909244,80,99,0,0
993081020,40,99,0,0
993659553,50,99,0,0
993785858,100,8,5,0
994497774,0,5,4,1
994572730,20,99,0,1
994610959,3,99,0,0
995033994,100,99,0,0
995133052,0,3,7,0
995221694,60,99,0,0
995260801,70,99,0,1
995277996,50,99,0,0
995993590,90,99,0,1
996299882,80,99,0,0
996530907,10,4,3,0
996601096,80,99,0,0
996896027,70,99,0,1
996929872,50,99,0,0
997102077,10,8,1,0
997402271,50,99,0,1
100077236,50,99,0,0
103019077,60,99,0,1
103322884,70,99,0,0
103565692,50,99,0,1
104140537,100,99,0,1
104318636,70,99,0,0
204066385,100,99,0,0
204228174,10,7,6,0
204513506,90,99,0,2
204860091,200,99,0,1
204911090,90,99,0,0
204971955,90,99,0,0
240037467,3,10,3,1
240142736,100,99,0,0
240327968,3,99,0,0
240554358,10,8,1,1
240680313,20,99,0,0
240698823,10,3,4,1
240720737,70,99,0,1
240981431,70,99,0,0
240999536,70,99,0,0
241174456,50,99,0,0
241184518,80,99,0,1
241479808,100,99,0,0
241488330,60,99,0,1
242058855,50,99,0,0
242102297,30,3,4,1
242118824,90,99,0,0
242202793,100,99,0,0
242219013,20,11,1,0
242219388,80,99,0,1
242572612,10,3,1,0
243311445,100,99,0,0
243353132,50,99,0,1
243526586,80,99,0,0
244499758,5,99,0,1
244735517,80,99,0,1
245065032,80,99,0,0
245765866,20,8,4,1
245793247,100,99,0,0
245970634,80,99,0,0
246102826,3,99,0,0
246256573,80,99,0,0
246284764,50,99,0,0
246456576,50,99,0,0
246932407,0,8,1,1
247010165,70,99,0,1
247555178,50,99,0,1
248186732,50,99,0,0
249027621,50,99,0,1
249199640,20,99,0,0
249266162,100,99,0,0
249441951,50,99,0,0
249814424,40,99,0,0
249993362,3,4,7,1
250061002,30,99,0,0
250073383,40,99,0,0
250896038,70,99,0,1
250923731,20,99,0,0
251326212,20,99,0,1
251415354,60,99,0,1
251481912,90,99,0,0
252195560,30,99,0,0
252630111,20,99,0,1
252648581,50,99,0,1
252679712,30,99,0,0
252714014,100,5,2,0
252725527,100,99,0,0
252927644,80,99,0,1
252948872,2,99,0,0
253203289,80,99,0,0
253431303,5,99,0,0
253510441,100,99,0,0
253586525,30,99,0,1
253668053,30,99,0,0
254303967,50,99,0,0
254846976,5,99,0,0
254927742,0,99,0,0
255182568,30,99,0,0
255207497,80,99,0,0
255574378,30,99,0,0
255766806,3,99,0,0
257264251,30,99,0,0
257285381,5,99,0,0
257354806,30,99,0,0
257370674,30,99,0,0
257633590,30,99,0,1
257937199,30,99,0,0
257939417,30,99,0,0
258320421,30,99,0,0
258366031,30,99,0,1
259536989,30,99,0,0
259775506,30,99,0,0
259991086,30,99,0,0
300873193,100,99,0,0
303779479,120,99,0,1
303808978,80,99,0,1
304457025,100,99,0,1
304475516,100,99,0,0
304549896,40,9,2,1
305152546,60,99,0,0
305249715,100,99,0,1
305860475,90,99,0,1
306408468,100,99,0,0
307465560,60,99,0,1
308078061,100,3,3,0
308915115,100,99,0,1
309021611,100,3,4,0
310324820,100,99,0,0
